subject,block,batch,matched_block_id,profile,variant,policy,final_status,warning,decision_rule,attempts_consumed,consumed_attempt_ids,research_only_attempt_ids,prefix_categories,S,E,M,N,prefix_elapsed_s,prefix_capacity_vcpu_h,indeterminate_reason
grpc1859,2,A,c1v1-grpc1859-b02,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b02-R-ok-a1,c1v1-measured-grpc1859-b02-R-ok-a2 c1v1-measured-grpc1859-b02-R-ok-a3,PASS,,,,0,0.614,0.014361,
grpc1859,2,A,c1v1-grpc1859-b02,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b02-R-bad-a1,c1v1-measured-grpc1859-b02-R-bad-a2 c1v1-measured-grpc1859-b02-R-bad-a3,PASS,0,0,0,,0.575,0.014171,
grpc1859,2,A,c1v1-grpc1859-b02,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b02-R-ok-a1,c1v1-measured-grpc1859-b02-R-ok-a2 c1v1-measured-grpc1859-b02-R-ok-a3,PASS,,,,0,0.614,0.014361,
grpc1859,2,A,c1v1-grpc1859-b02,R,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b02-R-bad-a1,c1v1-measured-grpc1859-b02-R-bad-a2 c1v1-measured-grpc1859-b02-R-bad-a3,PASS,0,0,0,,0.575,0.014171,
grpc1859,2,A,c1v1-grpc1859-b02,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b02-R-ok-a1,c1v1-measured-grpc1859-b02-R-ok-a2 c1v1-measured-grpc1859-b02-R-ok-a3,PASS,,,,0,0.614,0.014361,
grpc1859,2,A,c1v1-grpc1859-b02,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b02-L-bad-a1,c1v1-measured-grpc1859-b02-L-bad-a2 c1v1-measured-grpc1859-b02-L-bad-a3,PASS,0,0,0,,0.645,0.001818,
grpc1859,2,A,c1v1-grpc1859-b02,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b02-L-ok-a1,c1v1-measured-grpc1859-b02-L-ok-a2 c1v1-measured-grpc1859-b02-L-ok-a3,PASS,,,,0,0.65,0.001818,
grpc1859,2,A,c1v1-grpc1859-b02,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b02-L-bad-a1,c1v1-measured-grpc1859-b02-L-bad-a2 c1v1-measured-grpc1859-b02-L-bad-a3,PASS,0,0,0,,0.645,0.001818,
grpc1859,2,A,c1v1-grpc1859-b02,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b02-L-ok-a1,c1v1-measured-grpc1859-b02-L-ok-a2 c1v1-measured-grpc1859-b02-L-ok-a3,PASS,,,,0,0.65,0.001818,
grpc1859,2,A,c1v1-grpc1859-b02,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b02-L-bad-a1,c1v1-measured-grpc1859-b02-L-bad-a2 c1v1-measured-grpc1859-b02-L-bad-a3,PASS,0,0,0,,0.645,0.001818,
grpc1859,2,A,c1v1-grpc1859-b02,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b02-L-ok-a1,c1v1-measured-grpc1859-b02-L-ok-a2 c1v1-measured-grpc1859-b02-L-ok-a3,PASS,,,,0,0.65,0.001818,
grpc1859,3,A,c1v1-grpc1859-b03,R,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b03-R-bad-a1,c1v1-measured-grpc1859-b03-R-bad-a2 c1v1-measured-grpc1859-b03-R-bad-a3,PASS,0,0,0,,0.581,0.014279,
grpc1859,3,A,c1v1-grpc1859-b03,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b03-R-ok-a1,c1v1-measured-grpc1859-b03-R-ok-a2 c1v1-measured-grpc1859-b03-R-ok-a3,PASS,,,,0,0.544,0.014067,
grpc1859,3,A,c1v1-grpc1859-b03,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b03-R-bad-a1,c1v1-measured-grpc1859-b03-R-bad-a2 c1v1-measured-grpc1859-b03-R-bad-a3,PASS,0,0,0,,0.581,0.014279,
grpc1859,3,A,c1v1-grpc1859-b03,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b03-R-ok-a1,c1v1-measured-grpc1859-b03-R-ok-a2 c1v1-measured-grpc1859-b03-R-ok-a3,PASS,,,,0,0.544,0.014067,
grpc1859,3,A,c1v1-grpc1859-b03,R,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b03-R-bad-a1,c1v1-measured-grpc1859-b03-R-bad-a2 c1v1-measured-grpc1859-b03-R-bad-a3,PASS,0,0,0,,0.581,0.014279,
grpc1859,3,A,c1v1-grpc1859-b03,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b03-R-ok-a1,c1v1-measured-grpc1859-b03-R-ok-a2 c1v1-measured-grpc1859-b03-R-ok-a3,PASS,,,,0,0.544,0.014067,
grpc1859,3,A,c1v1-grpc1859-b03,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b03-L-bad-a1,c1v1-measured-grpc1859-b03-L-bad-a2 c1v1-measured-grpc1859-b03-L-bad-a3,PASS,0,0,0,,0.644,0.001822,
grpc1859,3,A,c1v1-grpc1859-b03,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b03-L-ok-a1,c1v1-measured-grpc1859-b03-L-ok-a2 c1v1-measured-grpc1859-b03-L-ok-a3,PASS,,,,0,0.576,0.001773,
grpc1859,3,A,c1v1-grpc1859-b03,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b03-L-bad-a1,c1v1-measured-grpc1859-b03-L-bad-a2 c1v1-measured-grpc1859-b03-L-bad-a3,PASS,0,0,0,,0.644,0.001822,
grpc1859,3,A,c1v1-grpc1859-b03,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b03-L-ok-a1,c1v1-measured-grpc1859-b03-L-ok-a2 c1v1-measured-grpc1859-b03-L-ok-a3,PASS,,,,0,0.576,0.001773,
grpc1859,3,A,c1v1-grpc1859-b03,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b03-L-bad-a1,c1v1-measured-grpc1859-b03-L-bad-a2 c1v1-measured-grpc1859-b03-L-bad-a3,PASS,0,0,0,,0.644,0.001822,
grpc1859,3,A,c1v1-grpc1859-b03,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b03-L-ok-a1,c1v1-measured-grpc1859-b03-L-ok-a2 c1v1-measured-grpc1859-b03-L-ok-a3,PASS,,,,0,0.576,0.001773,
grpc1859,4,A,c1v1-grpc1859-b04,R,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b04-R-bad-a1,c1v1-measured-grpc1859-b04-R-bad-a2 c1v1-measured-grpc1859-b04-R-bad-a3,PASS,0,0,0,,0.625,0.014548,
grpc1859,4,A,c1v1-grpc1859-b04,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b04-R-ok-a1,c1v1-measured-grpc1859-b04-R-ok-a2 c1v1-measured-grpc1859-b04-R-ok-a3,PASS,,,,0,0.578,0.014274,
grpc1859,4,A,c1v1-grpc1859-b04,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b04-R-bad-a1,c1v1-measured-grpc1859-b04-R-bad-a2 c1v1-measured-grpc1859-b04-R-bad-a3,PASS,0,0,0,,0.625,0.014548,
grpc1859,4,A,c1v1-grpc1859-b04,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b04-R-ok-a1,c1v1-measured-grpc1859-b04-R-ok-a2 c1v1-measured-grpc1859-b04-R-ok-a3,PASS,,,,0,0.578,0.014274,
grpc1859,4,A,c1v1-grpc1859-b04,R,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b04-R-bad-a1,c1v1-measured-grpc1859-b04-R-bad-a2 c1v1-measured-grpc1859-b04-R-bad-a3,PASS,0,0,0,,0.625,0.014548,
grpc1859,4,A,c1v1-grpc1859-b04,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b04-R-ok-a1,c1v1-measured-grpc1859-b04-R-ok-a2 c1v1-measured-grpc1859-b04-R-ok-a3,PASS,,,,0,0.578,0.014274,
grpc1859,4,A,c1v1-grpc1859-b04,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b04-L-bad-a1,c1v1-measured-grpc1859-b04-L-bad-a2 c1v1-measured-grpc1859-b04-L-bad-a3,PASS,0,0,0,,0.575,0.001791,
grpc1859,4,A,c1v1-grpc1859-b04,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b04-L-ok-a1,c1v1-measured-grpc1859-b04-L-ok-a2 c1v1-measured-grpc1859-b04-L-ok-a3,PASS,,,,0,0.671,0.001791,
grpc1859,4,A,c1v1-grpc1859-b04,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b04-L-bad-a1,c1v1-measured-grpc1859-b04-L-bad-a2 c1v1-measured-grpc1859-b04-L-bad-a3,PASS,0,0,0,,0.575,0.001791,
grpc1859,4,A,c1v1-grpc1859-b04,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b04-L-ok-a1,c1v1-measured-grpc1859-b04-L-ok-a2 c1v1-measured-grpc1859-b04-L-ok-a3,PASS,,,,0,0.671,0.001791,
grpc1859,4,A,c1v1-grpc1859-b04,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b04-L-bad-a1,c1v1-measured-grpc1859-b04-L-bad-a2 c1v1-measured-grpc1859-b04-L-bad-a3,PASS,0,0,0,,0.575,0.001791,
grpc1859,4,A,c1v1-grpc1859-b04,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b04-L-ok-a1,c1v1-measured-grpc1859-b04-L-ok-a2 c1v1-measured-grpc1859-b04-L-ok-a3,PASS,,,,0,0.671,0.001791,
grpc1859,5,A,c1v1-grpc1859-b05,R,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b05-R-bad-a1,c1v1-measured-grpc1859-b05-R-bad-a2 c1v1-measured-grpc1859-b05-R-bad-a3,PASS,0,0,0,,0.601,0.014319,
grpc1859,5,A,c1v1-grpc1859-b05,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b05-R-ok-a1,c1v1-measured-grpc1859-b05-R-ok-a2 c1v1-measured-grpc1859-b05-R-ok-a3,PASS,,,,0,0.649,0.014501,
grpc1859,5,A,c1v1-grpc1859-b05,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b05-R-bad-a1,c1v1-measured-grpc1859-b05-R-bad-a2 c1v1-measured-grpc1859-b05-R-bad-a3,PASS,0,0,0,,0.601,0.014319,
grpc1859,5,A,c1v1-grpc1859-b05,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b05-R-ok-a1,c1v1-measured-grpc1859-b05-R-ok-a2 c1v1-measured-grpc1859-b05-R-ok-a3,PASS,,,,0,0.649,0.014501,
grpc1859,5,A,c1v1-grpc1859-b05,R,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b05-R-bad-a1,c1v1-measured-grpc1859-b05-R-bad-a2 c1v1-measured-grpc1859-b05-R-bad-a3,PASS,0,0,0,,0.601,0.014319,
grpc1859,5,A,c1v1-grpc1859-b05,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b05-R-ok-a1,c1v1-measured-grpc1859-b05-R-ok-a2 c1v1-measured-grpc1859-b05-R-ok-a3,PASS,,,,0,0.649,0.014501,
grpc1859,5,A,c1v1-grpc1859-b05,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b05-L-bad-a1,c1v1-measured-grpc1859-b05-L-bad-a2 c1v1-measured-grpc1859-b05-L-bad-a3,PASS,0,0,0,,0.678,0.001834,
grpc1859,5,A,c1v1-grpc1859-b05,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b05-L-ok-a1,c1v1-measured-grpc1859-b05-L-ok-a2 c1v1-measured-grpc1859-b05-L-ok-a3,PASS,,,,0,0.613,0.001792,
grpc1859,5,A,c1v1-grpc1859-b05,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b05-L-bad-a1,c1v1-measured-grpc1859-b05-L-bad-a2 c1v1-measured-grpc1859-b05-L-bad-a3,PASS,0,0,0,,0.678,0.001834,
grpc1859,5,A,c1v1-grpc1859-b05,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b05-L-ok-a1,c1v1-measured-grpc1859-b05-L-ok-a2 c1v1-measured-grpc1859-b05-L-ok-a3,PASS,,,,0,0.613,0.001792,
grpc1859,5,A,c1v1-grpc1859-b05,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b05-L-bad-a1,c1v1-measured-grpc1859-b05-L-bad-a2 c1v1-measured-grpc1859-b05-L-bad-a3,PASS,0,0,0,,0.678,0.001834,
grpc1859,5,A,c1v1-grpc1859-b05,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b05-L-ok-a1,c1v1-measured-grpc1859-b05-L-ok-a2 c1v1-measured-grpc1859-b05-L-ok-a3,PASS,,,,0,0.613,0.001792,
grpc1859,6,B,c1v1-grpc1859-b06,R,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b06-R-bad-a1,c1v1-measured-grpc1859-b06-R-bad-a2 c1v1-measured-grpc1859-b06-R-bad-a3,PASS,0,0,0,,0.674,0.014723,
grpc1859,6,B,c1v1-grpc1859-b06,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b06-R-ok-a1,c1v1-measured-grpc1859-b06-R-ok-a2 c1v1-measured-grpc1859-b06-R-ok-a3,PASS,,,,0,0.614,0.0141,
grpc1859,6,B,c1v1-grpc1859-b06,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b06-R-bad-a1,c1v1-measured-grpc1859-b06-R-bad-a2 c1v1-measured-grpc1859-b06-R-bad-a3,PASS,0,0,0,,0.674,0.014723,
grpc1859,6,B,c1v1-grpc1859-b06,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b06-R-ok-a1,c1v1-measured-grpc1859-b06-R-ok-a2 c1v1-measured-grpc1859-b06-R-ok-a3,PASS,,,,0,0.614,0.0141,
grpc1859,6,B,c1v1-grpc1859-b06,R,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b06-R-bad-a1,c1v1-measured-grpc1859-b06-R-bad-a2 c1v1-measured-grpc1859-b06-R-bad-a3,PASS,0,0,0,,0.674,0.014723,
grpc1859,6,B,c1v1-grpc1859-b06,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b06-R-ok-a1,c1v1-measured-grpc1859-b06-R-ok-a2 c1v1-measured-grpc1859-b06-R-ok-a3,PASS,,,,0,0.614,0.0141,
grpc1859,6,B,c1v1-grpc1859-b06,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b06-L-bad-a1,c1v1-measured-grpc1859-b06-L-bad-a2 c1v1-measured-grpc1859-b06-L-bad-a3,PASS,0,0,0,,0.653,0.001818,
grpc1859,6,B,c1v1-grpc1859-b06,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b06-L-ok-a1,c1v1-measured-grpc1859-b06-L-ok-a2 c1v1-measured-grpc1859-b06-L-ok-a3,PASS,,,,0,0.648,0.001814,
grpc1859,6,B,c1v1-grpc1859-b06,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b06-L-bad-a1,c1v1-measured-grpc1859-b06-L-bad-a2 c1v1-measured-grpc1859-b06-L-bad-a3,PASS,0,0,0,,0.653,0.001818,
grpc1859,6,B,c1v1-grpc1859-b06,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b06-L-ok-a1,c1v1-measured-grpc1859-b06-L-ok-a2 c1v1-measured-grpc1859-b06-L-ok-a3,PASS,,,,0,0.648,0.001814,
grpc1859,6,B,c1v1-grpc1859-b06,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b06-L-bad-a1,c1v1-measured-grpc1859-b06-L-bad-a2 c1v1-measured-grpc1859-b06-L-bad-a3,PASS,0,0,0,,0.653,0.001818,
grpc1859,6,B,c1v1-grpc1859-b06,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b06-L-ok-a1,c1v1-measured-grpc1859-b06-L-ok-a2 c1v1-measured-grpc1859-b06-L-ok-a3,PASS,,,,0,0.648,0.001814,
grpc1859,7,B,c1v1-grpc1859-b07,R,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b07-R-bad-a1,c1v1-measured-grpc1859-b07-R-bad-a2 c1v1-measured-grpc1859-b07-R-bad-a3,PASS,0,0,0,,0.624,0.014511,
grpc1859,7,B,c1v1-grpc1859-b07,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b07-R-ok-a1,c1v1-measured-grpc1859-b07-R-ok-a2 c1v1-measured-grpc1859-b07-R-ok-a3,PASS,,,,0,0.587,0.014347,
grpc1859,7,B,c1v1-grpc1859-b07,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b07-R-bad-a1,c1v1-measured-grpc1859-b07-R-bad-a2 c1v1-measured-grpc1859-b07-R-bad-a3,PASS,0,0,0,,0.624,0.014511,
grpc1859,7,B,c1v1-grpc1859-b07,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b07-R-ok-a1,c1v1-measured-grpc1859-b07-R-ok-a2 c1v1-measured-grpc1859-b07-R-ok-a3,PASS,,,,0,0.587,0.014347,
grpc1859,7,B,c1v1-grpc1859-b07,R,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b07-R-bad-a1,c1v1-measured-grpc1859-b07-R-bad-a2 c1v1-measured-grpc1859-b07-R-bad-a3,PASS,0,0,0,,0.624,0.014511,
grpc1859,7,B,c1v1-grpc1859-b07,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b07-R-ok-a1,c1v1-measured-grpc1859-b07-R-ok-a2 c1v1-measured-grpc1859-b07-R-ok-a3,PASS,,,,0,0.587,0.014347,
grpc1859,7,B,c1v1-grpc1859-b07,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b07-L-bad-a1,c1v1-measured-grpc1859-b07-L-bad-a2 c1v1-measured-grpc1859-b07-L-bad-a3,PASS,0,0,0,,0.578,0.001777,
grpc1859,7,B,c1v1-grpc1859-b07,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b07-L-ok-a1,c1v1-measured-grpc1859-b07-L-ok-a2 c1v1-measured-grpc1859-b07-L-ok-a3,PASS,,,,0,0.752,0.001877,
grpc1859,7,B,c1v1-grpc1859-b07,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b07-L-bad-a1,c1v1-measured-grpc1859-b07-L-bad-a2 c1v1-measured-grpc1859-b07-L-bad-a3,PASS,0,0,0,,0.578,0.001777,
grpc1859,7,B,c1v1-grpc1859-b07,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b07-L-ok-a1,c1v1-measured-grpc1859-b07-L-ok-a2 c1v1-measured-grpc1859-b07-L-ok-a3,PASS,,,,0,0.752,0.001877,
grpc1859,7,B,c1v1-grpc1859-b07,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b07-L-bad-a1,c1v1-measured-grpc1859-b07-L-bad-a2 c1v1-measured-grpc1859-b07-L-bad-a3,PASS,0,0,0,,0.578,0.001777,
grpc1859,7,B,c1v1-grpc1859-b07,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b07-L-ok-a1,c1v1-measured-grpc1859-b07-L-ok-a2 c1v1-measured-grpc1859-b07-L-ok-a3,PASS,,,,0,0.752,0.001877,
grpc1859,8,B,c1v1-grpc1859-b08,R,V_bad,P1,BLOCK,,first attempt only,1,c1v1-measured-grpc1859-b08-R-bad-a1,c1v1-measured-grpc1859-b08-R-bad-a2 c1v1-measured-grpc1859-b08-R-bad-a3,FOCAL_DEFECT_WITNESS,1,1,0,,10.559,0.057906,
grpc1859,8,B,c1v1-grpc1859-b08,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b08-R-ok-a1,c1v1-measured-grpc1859-b08-R-ok-a2 c1v1-measured-grpc1859-b08-R-ok-a3,PASS,,,,0,0.616,0.014318,
grpc1859,8,B,c1v1-grpc1859-b08,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",2,c1v1-measured-grpc1859-b08-R-bad-a1 c1v1-measured-grpc1859-b08-R-bad-a2,c1v1-measured-grpc1859-b08-R-bad-a3,FOCAL_DEFECT_WITNESS | PASS,0,1,1,,11.183,0.072314,
grpc1859,8,B,c1v1-grpc1859-b08,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b08-R-ok-a1,c1v1-measured-grpc1859-b08-R-ok-a2 c1v1-measured-grpc1859-b08-R-ok-a3,PASS,,,,0,0.616,0.014318,
grpc1859,8,B,c1v1-grpc1859-b08,R,V_bad,P3-retain,ACCEPT,ACCEPT_WITH_PRIOR_FAILURE,P3 decision; flag accept after failure,2,c1v1-measured-grpc1859-b08-R-bad-a1 c1v1-measured-grpc1859-b08-R-bad-a2,c1v1-measured-grpc1859-b08-R-bad-a3,FOCAL_DEFECT_WITNESS | PASS,0,1,1,,11.183,0.072314,
grpc1859,8,B,c1v1-grpc1859-b08,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b08-R-ok-a1,c1v1-measured-grpc1859-b08-R-ok-a2 c1v1-measured-grpc1859-b08-R-ok-a3,PASS,,,,0,0.616,0.014318,
grpc1859,8,B,c1v1-grpc1859-b08,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b08-L-bad-a1,c1v1-measured-grpc1859-b08-L-bad-a2 c1v1-measured-grpc1859-b08-L-bad-a3,PASS,0,0,0,,0.743,0.001873,
grpc1859,8,B,c1v1-grpc1859-b08,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b08-L-ok-a1,c1v1-measured-grpc1859-b08-L-ok-a2 c1v1-measured-grpc1859-b08-L-ok-a3,PASS,,,,0,0.625,0.001806,
grpc1859,8,B,c1v1-grpc1859-b08,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b08-L-bad-a1,c1v1-measured-grpc1859-b08-L-bad-a2 c1v1-measured-grpc1859-b08-L-bad-a3,PASS,0,0,0,,0.743,0.001873,
grpc1859,8,B,c1v1-grpc1859-b08,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b08-L-ok-a1,c1v1-measured-grpc1859-b08-L-ok-a2 c1v1-measured-grpc1859-b08-L-ok-a3,PASS,,,,0,0.625,0.001806,
grpc1859,8,B,c1v1-grpc1859-b08,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b08-L-bad-a1,c1v1-measured-grpc1859-b08-L-bad-a2 c1v1-measured-grpc1859-b08-L-bad-a3,PASS,0,0,0,,0.743,0.001873,
grpc1859,8,B,c1v1-grpc1859-b08,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b08-L-ok-a1,c1v1-measured-grpc1859-b08-L-ok-a2 c1v1-measured-grpc1859-b08-L-ok-a3,PASS,,,,0,0.625,0.001806,
grpc1859,9,B,c1v1-grpc1859-b09,R,V_bad,P1,BLOCK,,first attempt only,1,c1v1-measured-grpc1859-b09-R-bad-a1,c1v1-measured-grpc1859-b09-R-bad-a2 c1v1-measured-grpc1859-b09-R-bad-a3,FOCAL_DEFECT_WITNESS,1,1,0,,10.524,0.05749,
grpc1859,9,B,c1v1-grpc1859-b09,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b09-R-ok-a1,c1v1-measured-grpc1859-b09-R-ok-a2 c1v1-measured-grpc1859-b09-R-ok-a3,PASS,,,,0,0.581,0.014198,
grpc1859,9,B,c1v1-grpc1859-b09,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",2,c1v1-measured-grpc1859-b09-R-bad-a1 c1v1-measured-grpc1859-b09-R-bad-a2,c1v1-measured-grpc1859-b09-R-bad-a3,FOCAL_DEFECT_WITNESS | PASS,0,1,1,,11.192,0.072121,
grpc1859,9,B,c1v1-grpc1859-b09,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-grpc1859-b09-R-ok-a1,c1v1-measured-grpc1859-b09-R-ok-a2 c1v1-measured-grpc1859-b09-R-ok-a3,PASS,,,,0,0.581,0.014198,
grpc1859,9,B,c1v1-grpc1859-b09,R,V_bad,P3-retain,ACCEPT,ACCEPT_WITH_PRIOR_FAILURE,P3 decision; flag accept after failure,2,c1v1-measured-grpc1859-b09-R-bad-a1 c1v1-measured-grpc1859-b09-R-bad-a2,c1v1-measured-grpc1859-b09-R-bad-a3,FOCAL_DEFECT_WITNESS | PASS,0,1,1,,11.192,0.072121,
grpc1859,9,B,c1v1-grpc1859-b09,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-grpc1859-b09-R-ok-a1,c1v1-measured-grpc1859-b09-R-ok-a2 c1v1-measured-grpc1859-b09-R-ok-a3,PASS,,,,0,0.581,0.014198,
grpc1859,9,B,c1v1-grpc1859-b09,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-grpc1859-b09-L-bad-a1,c1v1-measured-grpc1859-b09-L-bad-a2 c1v1-measured-grpc1859-b09-L-bad-a3,PASS,0,0,0,,0.712,0.001817,
